User Number,Title,Author_Name,App_Version,Rating,Review,Date
256,Rahul Mishra,Raahull,4.8.18,5,Ola is my fvrt cab. Service is awesome.,4/11/2017 0:00
257,Account locked,Phall3490,4.8.18,1,"It's being 6months , my account locked cannot able to use the application!! What level of security your using!!",4/12/2017 0:00
258,Worst customer experience,jskslldurndnx,4.8.18,1,No assistance from the side of the Ola service provider and no cabs available when you need. I would suggest to SHUT the OLA service down.,4/13/2017 0:00
259,Very bad service,parineeta123455,4.8.18,1,Half of the time the cabs are not available,4/14/2017 0:00
260,Traveling Experience,Deeps1809,4.8.18,5,"Awesome experience every time when i travel through Ola.
Great job",4/15/2017 0:00
261,"Poor Service, Number of hidden charges",PraVirat,4.8.18,1,"Number of hidden charges like Night Charges even in the Morning time after 6,  Insurance Charges etc. Estimated cost for 55 Km was showing Rs. 814 but actual cost that I paid for ride is more than 1300.",4/16/2017 0:00
262,Esia bhee ho jata hai,Agarwal Ram,4.8.18,4,"A cab was scheduled to pick up at 4.30. At 4.10 AM driver called for my location and destination, he advised to book another cab, as he was far away however he promised to come if other cab is not available",4/17/2017 0:00
263,Rude drivers,jass0987123,4.8.18,1,Ur drivers are rude and corrupt,4/18/2017 0:00
264,Poor app quality and stability,sombhu89,4.8.18,1,App crashes always in I phone . Every time I have to again restart app. It?s been going on for sooo long and no updates for this.,4/19/2017 0:00
265,Super,kumarmallarapu064,4.8.18,5,Super app good,4/20/2017 0:00
266,App needs an update,ZeeOla123456,4.8.18,2,The Support doesn?t work. Some notifications are early or delayed. Overall app processing is satisfactory. An update may fix other minor issues I hope.,4/21/2017 0:00
267,Cheater,hell3003,4.8.18,1,"Ola used to be my first choice, now with good competition from uber they resorted to cheating by unusual surge pricing and charging cancellations to customers though fault with their driver. Should not be the first option as a online cab operator. Uber is too good.",4/22/2017 0:00
268,Looting,ola doule victim,4.8.18,1,Looting monopoly that is why people are using,4/23/2017 0:00
269,Extra money demanded,h!r?n,4.8.18,3,"Dear, 
 Your auto driver demanded 20 rs. more than your invoice and said I will not get return passenger so you have to paid 20 rs. extra. I m getting late at that time because of office time so I have to paid extra demanded money. So how your Ola auto driver demanded this extra money. I m very upset and feel helpless at that time. I hope I will get positive reply.",4/24/2017 0:00
270,Frustrated,eshaGupta,4.8.18,2,"Why do drivers cancel when we tell them where we have to go?
Even at peek office hours we get the cab so late and then the driver cancels it. Is there no kind of training given to them? Isn?t it their job to just drive?
The drivers seem to be misusing the cancel option.",4/25/2017 0:00
271,Bug,nikhilmin,4.8.18,1,Incoming call to validate identity does not detects 1 pressed,4/26/2017 0:00
272,Delay in pick ups,ukdegala,4.8.18,1,"There is always a delay in the pickup times , when checking for the availability of cabs and after booking a ride and even more worst is, that Ola will charge Rs. 50/- if we cancel the booking because of the above reason.",4/27/2017 0:00
273,Exorbitant pricing on changing the destination.,V bajaj,4.8.18,1,"I took Ola from Narela to Azadpur metro and then checked for a new booking from Azadpur metro to sector 72 gurgaon, it was showing Rs 662/-. Meanwhile driver told me that I can change the destination and the fare for additional kms will b less than the one for new booking. But to my surprise when my trip ended the bill for additional kms came to 1170/-. So felt cheated.
Also the Ola app was taking through a longer route which was going to take approx 30 min more. But some how the google app on my phone was showing me a shorter and less taking time route which was saving me approx 30 minutes. I spoke to driver and he agreed to take me thru the one which I asked for. If driver would not have agreed or I didn?t knew the way and followed the OLa app route definitely I would have wasted 30 min more on road.",4/28/2017 0:00
274,Very bad service,dhd djxkmkfmdi,4.8.18,5,When I booked for a cab. He called me n asked for my destination n the location at where I was. Then he cancels the booking. N I tried calling him but wasn?t picking up n was saying that we were calling from an unregistered no. So we had to cancel the booking. N now we have to pay extra money bcoz of him,4/29/2017 0:00
275,Awesome facility,nitin890,4.8.18,5,Good service,4/30/2017 0:00
276,Offer codes,yeshu1,4.8.18,2,Everything is perfect but i am not getting any offer codes,5/1/2017 0:00
277,Pathetic customer service,SAUNMU,4.8.18,1,No support from call center. They just say they will look at the issue but won?t resolve the issue and send emails saying issue closed.,5/2/2017 0:00
278,Pathetic Service,Aayush_Jaiswal03,4.8.18,1,"One of the most out-leagued service provider.

No supply management plus unprofessional drivers. Why dont you guys do an internship with Uber to learn ways to perform both ways (Supply and consumer App).",5/3/2017 0:00
279,Ride later never works,joshriz,4.8.18,1,"Ola shows very poor professionalism - whenever I have booked in ?Ride later? & got confirmation, not even once the driver turned up! They always cancel after they have been assigned & Ola don?t seem to be bothered about it. Even after complaining many times, they didn?t take any action. Also, they weren?t apologetic or didn?t show any form of reassurance. Their action against such drivers are also not transparent- it is an eye wash!",5/4/2017 0:00
280,Fare 150% more than estimated,kshebbar,4.8.18,1,The final fare collected more than 150% than that showed at the time of booking. It is misleading and we shall not prefer OLA,5/5/2017 0:00
281,Post paid payment,Nihalgarh,4.8.18,1,Nevertheless had Ola post paid account yet it is showing outstanding of 1038. On not paying I have been locked out.Is it the  a money extraction technique to improve profitability.Thinking of going to consumer reply as there is no response. Wish Ola maintains its brand ethically. Looking forward to response as I wish to remain associated with Ola that was,5/6/2017 0:00
282,Even though fares are low the drivers wait to make it higher,Bharath Shaji,4.8.18,3,"Even though cabs are available in the area and we get a low fare, the drivers never accept and they wait till it becomes peak time wherein the fares get higher as people start using.

Some never accept seeing the drop location.",5/7/2017 0:00
283,Useless app and service,sris99,4.8.18,1,"You have to agree on driver terms to get ride. Never comes on time, cancels after confirmation, asks for 30 rs 40 rs extra.
Waste of time and money.. never using this for the past 6 months",5/8/2017 0:00
284,Very Bad experience,Shekhar Mukherjee,4.8.18,1,"Had to wait a long time (over 20 minutes) though the app kept on displaying driver is 3 minutes away and when called, driver informed 8 minutes. 
Be careful when you are in a hurry as I seriously think it?s pretty annoying. 
This huge craze of OLA is dying; as most of the time the rates are abnormally high (almost double) and I think these aggregators are here to take the consumers to hell.",5/9/2017 0:00
285,About ola,pradyumnasonofsrikrishna,4.8.18,1,"Its really a waste application they are taking our need to travel as our weakness sometimes server is so slow it is not showing booking as confirmed but i am getting message as someone is coming to my location its very annoying
And you also increase price of fare for even minimum and short distances 
I didnt expected this from ola 
Ok i have to mention many complaints 
And mainly i am being charged wrongly more
And even I have to pay charges 15 rs even they cancelled 
Totally WASTE
Your idea is good and I thought your service would also be good but totally worst
You should improve",5/10/2017 0:00
286,A very good app,SHRINIDHI AV,4.8.18,5,Very convenient,5/11/2017 0:00
287,Not at all worth,1234pi,4.8.18,1,Worst experience always at higher rates .,5/12/2017 0:00
288,POOR SERVICE RELATED TO CAB BOOKING,Prince.109,4.8.18,1,"I want to book from peeragarhi metro station to my home but unable to book even the cab is 3 min away but it still not booked the cab my mobile number 9910909648
I tried many times but unable to book the cab then i will go through uber and uber is awesome the uber cab is instantly booked and driver reached my location on time without any delay please look into this matter",5/13/2017 0:00
289,Ola is not s blessing,Heavenly Vibes,4.8.18,1,Billing differs at the time of booking and actual payment time. Impolite drivers because they get very little percentage of the money they make as said in their own words... smelly cab HIGH RATE CHANGES WITHIN SECONDS POOR CUSTOMER SERVICE,5/14/2017 0:00
290,Ola rickshaw,NikMist,4.8.18,1,I am unsure why have you introduced Ola rickshaw when most of the drivers cancel the ride if we have to go a nearby place.. I have being experiencing it everyday. I book an ola rickshaw for Station which is hardly 5 minutes by Rick and pay higher than normal Rick still they cancel it .. I would appreciate if you can work on this !!,5/15/2017 0:00
291,Worst customer service .....,Anjmys16,4.8.18,1,"My more than 25 mails that I have sent regarding the Ola money is unanswered , KYC verification took more than 3 months , and after verification also the status still says verification pending .... I guess there is a lot of coordination problems inside the company itself . So m quitting from this app forever",5/16/2017 0:00
292,Very unreliable,Thangisri,4.8.18,3,"The cab service is OK. But the map is very useless, after booking a cab, the map doesn?t show movement of the car. Most of the drivers ask for destination and if they don?t want to go on that side, they simply cancel the trip. There is no penalty for drivers on cancellation, but the customers will are penalised. The administration is very bad and requires lot of improvement!",5/17/2017 0:00
293,Every driver is cancelling request,sanjeevvallapaneni,4.8.18,1,Bloody hell app.. every driver is cancelling request.. and when I try to call they are not lifting call.. and even app is not accepting review of the driver.. don?t try these apps instead try to book auto,5/18/2017 0:00
294,Not able to disable auto renew for my share pass,Nel09geek,4.8.18,1,Kindly suggest how should i disable my auto renew option for share pass.,5/19/2017 0:00
295,Ola don?t refund money,skamalika,4.8.18,1,"I purchased a pass on 18th jun?19. But within 10 mins I cancelled the cab pass as I didn?t find it suitable for my purpose. I haven?t used a single ride. As per terms and conditions full amount should be refund back to ola wallet if no ride is used and cancellation date is within 7 days of purchase date. 

Amount haven?t got refunded back to ola money nor in bank account. I raised a complain and was continuously following them but no response. 
I regret why I bought ola pass waste of money.",5/20/2017 0:00
296,Comfortable,EAW339,4.8.18,5,Happy and satisfied with services,5/21/2017 0:00
297,Wrong billing amount,Swati Raj,4.8.18,1,"It was my first ride with ola, it showed 98 rs on booking when I reached the destination the billing amount was 134 rs.. not sure what?s wrong with this. Driver was not aware of this. I am not gonna book again for sure.",5/22/2017 0:00
298,Drivers accept only for certain locations,r_chavan,4.8.18,1,"I have faced numerous times an issue with Ola cabs. There are drivers near me, but no one accepts the ride. They do reject for some location where they don?t want to go. Even some rides accept the request and asks us to cancel. Sometimes they are standing next me and still won?t accept even after the talk, They just ask which location it is and they will say no. Whats the use of such service if their riders don?t do their job. This is not generic, coz there are some genuine riders who do ride. But majority are literally waste especially Ola Auto.",5/23/2017 0:00
299,Parking at Ranchi Junction,Ranchiite,4.8.18,1,"OLA doesn't have a legal parking point at Ranchi Jn 
The goons are paid there to stop opposite Birsa food plaza. 
You should better talk and negotiate to the railways for a parking and drive way. 

This would also help passengers for better pickup and drop points. 
And above all we don't have pay goons for our rides.",5/24/2017 0:00
300,"Maybe it?s good, maybe it?s not",Dr. Viz,4.8.18,1,"?Ola is committed to partner with knowledgeable and professional drivers.?
Well, your commitments are not good enough, utterly disappointed in some of the drivers. While some drivers are professional, there are others who denied to pick me up because they had to make an U-turn at a signal... at a time when I need the most, and drivers deny to pick up if I paid through card or Ola money, of course you are aware of this. 
And wow, the cancellation charges? It?s okay, we understand that the driver had some sort of inconvenience, but what if, the driver was sitting at the opposite road, a minute away, from my same location, made me wait for 5 mins, then cut my calls, till I get fed up and cancel the ride, and that costs me 50 rupees...? The driver gets a fee from that too right? So they get around 20 rupees (if my math is right) for just sitting around and forcing the customers to cancel the ride. This is just not fair. 

One star for those heroes who came to pick me up during their hard times. Respect <U+270A>.",5/25/2017 0:00
301,Fraud App,gor8800,4.8.18,1,"1. Unprofessional driver, sleep while driving after sending feedback no reply.
2. Bad customer care (kabhi phone nahi milta-customer se kuch lena dena nahi bas paise kamane hai).
3. Unnessary charge.
4.After complaint no reply.

ye bas fraud karne wali app hai",5/26/2017 0:00
302,Dark knight,ACP pradhyuman,4.8.18,1,Wrost application.. totally waste application. Drivers go on strike every two days.. for 5km they charged 400rs .. wrost experience ever.,5/27/2017 0:00
303,Very high fare and their customer care dont know how to deal with the customer.,fuuuucccckkkkk ola,4.8.18,1,"I request everyone to uninstall the ola apps. They show u the different amount at the time of booking n charge the the different amount at the time of drop off..
N their customer care executive they dont know how to tlk wid customer.",5/28/2017 0:00
304,Worst service in Bangalore,slal12891,4.8.18,1,"I m not happy, it?s providing worst service in Bangalore city",5/29/2017 0:00
305,Account blocked permanently without a reason,johnnyboyoo7,4.8.18,1,"Worst services
Uber is better choice than ola
They don?t block their customers just for fun",5/30/2017 0:00
306,Poor service,Namitagr09,4.8.18,2,"Extremely low cab availability in Mumbai. Prices are through the roof. Drivers are impolite and unprofessional.

Highly unsatisfying experience overall.",5/31/2017 0:00
307,Ola you looted me...,olakali,4.8.18,1,"Dear Ola Owner
Check my latest ride where I have been charged 242 rs........and that?s is my hard earned money.        
1) on that I had booked my ride in micro category which was showing fare of   156 rs.
2) I had two coupons given by only . I applied my coupons and thus in 96 rs I booked that ride.
3)But after boarding cab the 96 rs bill was not shown your app which usually shows.
4)I showed this thing to driver but he offered no help.
5)When I got down from Ola at my destination the bill I paid was 242....I complained this to driver...but he offered no help....
6) There is mechanism to call you and complain about this type of incident 
7) I complained to your customer service... but rather than helping he justified your loot irrationally.....
That?s Olacabs world class service.....you looted me twice",6/1/2017 0:00
308,Drivers don?t except rides if payment is thru Ola money,unhappyCustomer11,4.8.18,3,Drivers don?t take rides if the mode of payment is anything other than cash. They cancel the ride if we say that the mode of payment is Ola money. It?s not every time we keep cash. Kindly have a look into this matter as u r loosing customers coz of this.,6/2/2017 0:00
309,Ola cabs,rituvishal,4.8.18,5,Economical and safe,6/3/2017 0:00
310,"Unsafe, Unmanaged",Ola User India,4.8.18,1,I find Ola un safe for transportations. They are not cross checking their drivers. I witnessed different driver then it?s mentioned in Ola ID and Picture. My cab driver didn?t follow the route and took hauled for about 30 minutes in 40 minutes trip Noida to Greater Noida to fill his gas tank. And after that he fell asleep while driving and when asked his identity- He was not even the guy whose Name and Photo was in Ola ID. When complained to Ola- they doesn?t seems to have taken any action. And similar actions has happened with my family members as well. Ola driver showed our house address to other...,6/4/2017 0:00
311,Unprofessional Drivers,shilpy gupta,4.8.18,2,"I don?t understand the pathetic attitude of ola drivers 
Firstly after booking every ride you have call your driver so that he should start moving from his place otherwise you can wait as much as you want but they won?t come to your location.
Secondly they are like ola doesn?t pay them so they will not start ride and ask for more money.
Thirdly they cancel ride if they don?t want to go to far places as ola fares are reasonable and they doesn?t fill up their pockets.
Ola kindly train your drivers 
Do not ruin your value",6/5/2017 0:00
312,Worst,anil7289,4.8.18,1,"All time worst cab company, you dont have any drivers availability as well as cars.",6/6/2017 0:00
313,Good,Vss37,4.8.18,5,Used the service in Hyderabad/Bangalore for the past few years apart from minor irritants it is a Good Service,6/7/2017 0:00
314,Money on music,sara5100,4.8.18,1,Why do you even want to take money out of music?? I booked an ola and played ola music. After 2 songs there was a notification saying trial expired pay <U+20B9>30 to play song. I mean this is actual limit. One of the worst feature of ola i have seen. Ola need to work on your services.,6/8/2017 0:00
315,Sreedhar kare,sreedhar kare,4.8.18,5,Good response perfect ride car maintenance is very good,6/9/2017 0:00
316,Horrible customer service,Praneeth Sahini,4.8.18,1,This service used to be decent before but they try to enter every kind of sector paving way for drivers to cheat customers. And then the customer care people have no clue about what is happening and calling you to pay the cab charges without actually resolving the issues. How do you expect to retain customers this way ?,6/10/2017 0:00
317,Literally bad service,khushru restart,4.8.18,1,"I had never seen such an irritate company like this company.the system of this company doesnt work properly,i tried to book my cab but again and again due to company issue my cab got cancelled.the ride get cancel by them and the company also charge <U+20B9>50 as a cancellation fee from customer.such a worst company .i want this company to be banned because the service of this company is very very very bad and also they charge money from customer i tried calling the driver but they doesnt pick up any calls and i search the company complaint no. That too i doesnt get i dont no anything i need a call on this number7738416336 otherwise i will take a high level charge against ola company",6/11/2017 0:00
318,Taking too much time to book a ride,vishal2107,4.8.18,1,I am very very unhappy with your services. From last 1.5 hrs I am trying to book a ride. But no ride is been accepted. Is this the services you provide? Even in trying different modes through auto or prime or mini or micro or it be share none of the ride is getting booked. I would strongly not recommend ola to be use by anyone.,6/12/2017 0:00
319,Wrong and long direction,arjun singh rana,4.8.18,1,"It?s a very bed root direction ,because very long wrong direction at the time of booking amount show is 278rs but at the time of amount show is 360 then I paid the 360 amount pls refund my extra amount",6/13/2017 0:00
320,Very bad service,ABD_91,4.8.18,1,"Very bad services. Cabs are always unavailable whether its morning, day or night!! Unable to book a cab in a emergency situation!",6/14/2017 0:00
321,Offer is not usually,deshavathsiva@,4.8.18,1,Ola cabs are offers not using I'm uninstalling this app,6/15/2017 0:00
322,Bad,arunava chatterjee,4.8.18,2,"Lot of technical issues,gets stuck after auto searching for new ride after driver cancels a trip from his end. 
Getting slow. 
Poor customer support.",6/16/2017 0:00
323,Awesome,vinu929,4.8.18,5,Awesome...good driver and comfortable,6/17/2017 0:00
324,Unfair cancalation charge,bhonshley,4.8.18,5,Why ola has charge 30 rupees for what i dint cancel,6/18/2017 0:00
325,Double Payment.,stuti nagar,4.8.18,1,"Pathetic service was provided by the driver, the customer care and whoever called to threaten me to make the payment second time. Inconsiderate team. Cheaters and basically overcharge and sometimes double charge. Also they should be responsible for their own drivers.",6/19/2017 0:00
326,Not able to update on iphone,arunkmeher,4.8.18,2,"Everytime i get an update, i am not able to update. When I click on update on the App store, it does nothing.  Please fix this bug. Thanks",6/20/2017 0:00
327,Very nice app,Souravdey0840,4.8.18,5,Good app for reading,6/21/2017 0:00
328,Driver was abusing,Arpit1989,4.8.18,1,Very pathetic service i have booked a ride in mumbai today i am from delhi he is demanding extra money from me very bad experience,6/22/2017 0:00
329,Pathetic customer services,Ashu2811,4.8.18,1,"Given a choice will never use Ola and never travel with ola money .
Yesterday at Pune airport after giving OTP to driver got message on my mobile - Thanks for using ola with deduction of Rs.150 from ola money .

Now I was in a fix what was that and driver was also helpless. Same time driver got another booking while I was sitting inside the cab and new customers in and I came out and driver went for his destination .

Now think after hectic weekly travel schedule to whom you will blaim - Driver / Ola company / Ola back end system etccc .

No one is ready to take responsibility and accountability for this mental harassment and Ola is keep on moving .

This is not first but last 3 times something or other is happening.

Want to write to ola owner for this service approach certainly someone will buy or collapse in coming times .

Beware each customer feedback important and don?t know who will but this ownership.",6/23/2017 0:00
330,Very difficult to book a ride,Prakash Agarwal,4.8.18,3,"I tried so many times to book rides, it shows availability but when I proceed to book, app shows no ride available. This is very frustrating.",6/24/2017 0:00
331,App Functions not working properly,Akki@95,4.8.18,5,Electricity Bill paymnet function not working...,6/25/2017 0:00
332,Highly dissatified,vini-1801,4.8.18,1,From past months the cancellation rates has reached a high and most the times cab are either not available or are there at very high surge pricing. I was one of their loyal customer but have stopped using Ola services for past one month.,6/26/2017 0:00
333,Worst company,Nitin Adlakha,4.8.18,1,Finally i thought to write a review after so many bad experiences with ola...i usually stopped using this worst company nd swithed to uber long time ago but in some emergency i use this worst company and that too after booking immediately cab driver will call and ask u the drop location once u tell the location and the location is far they will cancel the booking and you will receive a simple apology message from ola that sorry the driver cancelled your booking ...so whoever is reading this message 1 opinion to all that never tell the truth to drivers about your drop point...in this case uber is much better their deivers never call and ask for drop points..ola plz improve your policies or plz shut down,6/27/2017 0:00
334,Pc,pc433,4.8.18,1,Ola has become very unreliable.Too many drivers cancelling bookings.Bye bye.,6/28/2017 0:00
335,Not happy,yadav raj,4.8.18,1,With my second number login is not taking error like you had exceeded number of times waste not useful at urgent times,6/29/2017 0:00
336,Poor service,Gokhlesh Tiwari,4.8.18,1,Poor service,6/30/2017 0:00
337,Very bad service,DILLU BAADSHAH,4.8.18,1,"Sir..I am an OLA customer and have been using your service almost everyday.Yesterday 25-06-2019,I took an OLA ride from Juhu Tara Road to ASHOK ACADEMY Lokhandwala..car-Micra,CRN-3252188929..Driver-Abida Firoz.l left My Tiffin & a jute bag in the car and requested the driver to return it.The driver ensured to return it to my destination..but till now there is no response from the driver.kindly look into the matter and get it resolved at the earliest..,Yours truly..??-",7/1/2017 0:00
338,Physical Verification of KYC documents takes a long time,Srinc220786,4.8.18,3,"I have updated my KYC documents ping time back, But still the physical verification of the documents are not completed and also the in-cab verification too didn?t work for me, Reported this issue to the support team but no response, Could you please check and fix the same.",7/2/2017 0:00
339,Ola app is getting worse,the.untamed.n,4.8.18,1,App is crashing frequently. And location is not found on app. Worst app.,7/3/2017 0:00
340,Most disgusting app i ever seen,piupapa,4.8.18,1,The most disgusting app is ola app. The prices are sooo high & also the quality and service is very bad. Please all Indian s protest and destroy ola company. Thank u.,7/4/2017 0:00
341,Worst cab service Ever.,Golu__,4.8.18,1,"They have provided ola money option where they will give you 1500 bucks in advance and one you booked a cab they will start sending you email reminders about the payment like anything. For the sake of 200 bucks, I?m getting warning emails like seriously. Uber is much better than ola.",7/5/2017 0:00
342,Cancellation is charged.,JazyB1,4.8.18,1,"I booked an ola and cancelled , cause its interiors were filthy and dirty. Then i booked another one and they charged me for the previous ola cancellation too. 
Thats really bad. I have to pay double the amount.",7/6/2017 0:00
343,OLA OUTSTATION IS NOT AN ALL INCLUSIVE FARE,LizS3,4.8.18,1,"Ola users, beware Ola Ourstaion fare  IS NOT an all inclusive fare rate. They add: 
- driver allowance (Rs. 100 per day)
- night allowance (Rs. 100 if travel between 11pm - 6 am)
- additional Time fare (based on your ride chosen Rs. 150 to Rs. 200 for each extra hour - Users are penalized if there is traffic)
- Additional distance fare (based on your ride chosen, ranges from Rs. 11/km to Rs. 20/km, please check start km and end km inserted in driver dashboard)
- Travel insurance (Rs.49, which you need to explicitly turn off... And not vice versa)
- Toll charges and state tax over and above

Invariably you pay minimum of Rs. 500 more on the fare given in the app. 

Now if you have a rogue driver like I did, who added extra 77kms to my fare from Mumbai to Pune, then be ready for an extra high bill.

It's funny, coz when complaints are raised OLA customer care checks distance covered, time taken, etc. in the navigation system to resolve issues. Then why does the end fare not auto populate on the app, in the same manner? Why is the liberty given to drivers to add arbitrary kms in the dashboard?

I've been using OLA since it's release in Mumbai and proud of its safety & transparency in its business model. This does not resonate well with an avid customer, please revert to the old ways of doing business.",7/7/2017 0:00
344,Location don?t found,Vishal-ch,4.8.18,1,"I try to change the destination location but app doesn?t found the location, new location is IGI airport",7/8/2017 0:00
345,Unprofessional Drivers and Worst Service Support,RakheeV,4.8.18,1,"Ola hires any driver without any eligibility or test. You can find all the unprofessional drivers here who doesn?t even know how to track the location where they have to go for pick up and also are very impolite.

Also you can never reach anywhere on time as your pick up will always be delayed. I missed my train because the driver came 30 mins late for pick up even after being just 5 mins away as per the app and then his car broke down as the trip started, so he denied the service. And when same was reported to support, the support team just replied ?We understand the problem and we?ll make sure not to hire such drivers in future, thanks for reporting the issue?. They didn?t care that I paid double for an auto to reach the station on time and then missed the train also. 

I WOULD NEVER SUGGEST OLA TO ANYONE",7/9/2017 0:00
346,Ola services,hukash1209,4.8.18,1,"To Olacabs 
As I traveled alot with ola and I never faced any issues but today morning when a booked a Ola bike and reached to my location so drive asked for the money and I paid <U+20B9>126 after some time I got a email of my invoice Where the billed amount was <U+20B9>26 as I heard wrong amount from the driver and also he didn?t aware me of paying extra amount. Now I tried to call the driver as he is not picking my phone calls where as ola support is just useless as it showing some technical issue and I am helpless. So I request ola to remove support feature as this is not helpful for the customer. 
Thank you sir",7/10/2017 0:00
347,Ola money is not accepted by Auto drivers,lousyola,4.8.18,5,"On many occasions, Ola drivers are cancelling the trips and putting us to a lot of difficulties. Recently it happened on 20-6-2019 morning at 5am at Secubderabad rly stn.
Ola auto drivers are not accepting the Ola money. They are forcing us to cancel the trip. It happened to me on 24-6-2019 at 6.30 pm in Dilsukhnagar",7/11/2017 0:00
348,Unprofessional drivers,sangeetarawat,4.8.18,1,Today i booked ola cab for my office i waited around 10-15 minutes. The driver came at pickup point i asked him to open the door to start the ride since i have booked the cab in share he denied and he started shouting at me and abusing me without any reasons really unexpected.. i asked him to show his phone he denied again he wasted my 30 minutes in useless talks. This is the details of the cab and cab driver( manish kumar-white maruti suzuki wagonr UP14HT2791 ) noida requesting the ola team to check their driver behaviour before they allow them to serve.,7/12/2017 0:00
349,Fares are at Higher End.,SUREKHA.,4.8.18,4,Fares have increased substantially. Pl keep it within the reach of middle class citizen to increase your business / revenue. Thanks.,7/13/2017 0:00
350,<U+0001F44E><U+0001F3FB>,Rahul_1234,4.8.18,1,Worst app,7/14/2017 0:00
351,Worst cab service,Joel786,4.8.18,1,"It?s just horrendous to use this cab service , cabs are not available at any moment of the day and the drivers are very unprofessional in their service not accepting rides and not being polite to the customer all the time , it?s a humble request  to look into the matter and reconstruct your cab service to serve the needs of the citizens in a professional manner .",7/15/2017 0:00
352,5 Star Service,Swapss19,4.8.18,5,Good service on time,7/16/2017 0:00
353,Risky,oycitxohxxyo,4.8.18,1,Wrong Location,7/17/2017 0:00
354,Worst customer support,Meghanads,4.8.18,1,"I booked a ride from within PhonePe.
Money got deducted from wallet but driver said he did not receive payment and collected fare from me in cash as well.

Complained about same to customer care but did not receive my money back yet. It?s been more than a month.",7/18/2017 0:00
355,Worst Taxi App,Steff Jacob,4.8.18,1,"I never have had a pleasant experience using this service. Cars are not clean, drivers are not well paid. Compared that to Uber where customer satisfaction is so high.",7/19/2017 0:00
356,Riding price issue,sks singh,4.8.18,1,I had ride few days ago for very distance then you charged rate to very I am not satisfied your rate calculation for short distance so you could improve your rate charge neither I will talk to all friends that Ola cab is very bad service,7/20/2017 0:00
357,Always unavailable,Frederico00,4.8.18,1,Autos and cabs are around the corner yet no one will take a booking. Neither does OLA have a customer service department. It?s like a game like a VR app that?s it. Nothing happens real time and no one in this service company gives a damn.,7/21/2017 0:00
358,Worst service,Arun_1811,4.8.18,1,"No customer service and pathetic service.
Account blocked for no reason
Not happy with Ola",7/22/2017 0:00
359,Drivers deny duty,plensiecanjydvmaiwy,4.8.18,1,Drivers always ask for extra pay extra 20rs. Cancel rides and compel us to cancel ride even if it is 1 minute travel for them.,7/23/2017 0:00
360,Money suckers,khairidul,4.8.18,1,These guys just want to burn a hole in your pocket...Go for uber...much better.,7/24/2017 0:00
361,Legal action against Rs 200 ?,pranrik,4.8.18,1,"They sent me a message that legal action might be taken if I didn?t pay back Rs 200. 
I paid it back and uninstalled the app. 
Thanks for nothing Ola.",7/25/2017 0:00
362,Service need to be improved,Thirupura Sundari,4.8.18,3,"Ola service is really good in main areas, but few things need to be improved I.e Ola autos not at all available in Thiruverkadu area and Ola drivers always taking back routes for our area, the road conditions are very bad so the drivers are not ready to come to our place. They are forcing us to cancel the ride and unnecessarily we are paying cancellation fee. So pls make sure the Ola cab drivers need to be booked from Thiruverkadu area not from Ayanambakkam. From Ayanambakkam to Thiruverkadu the road condition is pathetic.",7/26/2017 0:00
363,Very good ride,Kalvakunta Harsha vardhan,4.8.18,5,Satisfied with the fair cash,7/27/2017 0:00
364,Ride,abcgjfvn,4.8.18,5,Gud service by ola cabs,7/28/2017 0:00
365,Share cabs,Manu_sagi,4.8.18,1,"The frequency of share cabs is very poor and it is never available when wanted. Also if it is booked then the driver abruptly cancels the ride leaving us helpless and we have to again book another cab and so forth. This entire process consumes a lot of time and efforts.
There is a need to increase the frequency of Ola share cabs and also its service by drivers.",7/29/2017 0:00
366,Pathetic and usless ola,vk0418,4.8.18,1,Ola is just pathetic!!! When do we get the most transportation problems yes it is monsoon and these ola drivers do not accept rides when it rains heavily. All they want is leisure when the conditions are not good!!! Who wants olas during winter and summer when te climate is good. It is during monsoon when people need it !! Absolutely pathetic and usless this ola service is<U+0001F92C><U+0001F92C><U+0001F92C>,7/30/2017 0:00
367,Navigation,veereshwar,4.8.18,5,"Suppose I write my pick / drop point ""H No: 12-13, pocket B-9, Sector 5, Rohini-110085 but your app doesn't follow that. Therefore, not to put your customers to embarrassment, I request OLA to upgrade navigation and understand immediately what customer needs.
It is now to contrast and compete.",7/31/2017 0:00
368,Provide navigational assistance,ravali0245,4.8.18,2,Provide navigational assistance once rude starts so we can see if driver is going to destination or not if we donor know the route perfectly,8/1/2017 0:00
369,Worst drivers,vtakasi,4.8.18,1,"First Ola drivers ask for destination. If they don?t like to go, They will use cheap tricks to cancel the drive.",8/2/2017 0:00
370,You can't cancel rides,Vaibhav kaushal,4.8.18,1,"In the recent updates, they have removed the button to cancel rides. So only the driver can cancel rides now. So you have to put up with rude drivers and wait for them to cancel rides (which they don't, easily).",8/3/2017 0:00
371,Money cheater,achal061,4.8.18,1,My advice is to never ever upload ur card in the app. I uploaded my card and i paid through my card but the driver was like in his phone he was asked to collect cash he even showed me the proof of the msg shown to him in his ola phone so I stopped my card transaction and it also got cancelled but after paying and getting down i got a msg in my phone showing money was debated even from my card.,8/4/2017 0:00
