Obs,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
2519,23,2,1,3,30.1,9.04,1.28,1.44,0
2520,43,3,17,20,217.2,15.72,16.29,17.86,1
2521,27,2,8,6,35.8,16.38,1.45,4.41,0
2522,39,2,19,18,42.2,6.22,0.86,1.76,0
2523,39,2,19,5,75.7,3.73,0.29,2.54,0
2524,26,1,5,3,26.3,24.29,1.98,4.41,1
2525,24,1,2,1,13.7,12.87,0.67,1.09,1
2526,52,1,18,5,98.4,5.19,1.16,3.94,0
2527,41,2,8,18,28.2,9.02,0.72,1.82,0
2528,24,1,2,4,15.2,4.23,0.34,0.3,0
2529,30,3,0,8,36.4,8.01,1.04,1.88,1
2530,37,2,9,13,74.4,15.23,2.84,8.49,0
2531,24,1,7,3,16.7,6.69,0.84,0.27,1
2532,30,1,1,5,19.3,4.72,0.25,0.66,0
2533,36,3,9,1,41,8.61,1.9,1.63,0
2534,22,1,1,0,25,22.37,1.63,3.96,1
2535,44,2,11,10,36.6,10.07,2.93,0.76,0
2536,31,1,4,2,20.9,18.09,2.48,1.3,0
2537,40,1,12,9,32.1,4.44,0.42,1.01,0
2538,27,2,8,3,32.6,22.62,1.33,6.04,1
2539,24,2,3,4,33.6,2.39,0.33,0.47,0
2540,26,1,1,6,21.7,11.16,0.22,2.2,1
2541,36,1,7,12,22.9,2.29,0.16,0.36,0
2542,43,1,15,20,36.9,10.45,0.42,3.44,0
2543,39,1,7,3,37,5.7,0.8,1.31,0
2544,30,4,4,2,49.5,5.82,1.36,1.52,0
2545,30,2,1,3,37.3,4.56,0.13,1.57,0
2546,31,1,9,7,42.7,3.66,0.21,1.36,0
2547,36,3,2,10,17,5.82,0.55,0.44,0
2548,42,1,10,19,33.3,0.81,0.07,0.2,0
2549,29,2,3,4,15.3,6.35,0.24,0.73,1
2550,28,1,11,4,18.6,16.6,0.46,2.62,0
2551,32,1,8,8,20.7,1.38,0.11,0.17,0
2552,25,1,9,4,26.5,10.93,0.9,2,0
2553,30,3,6,7,31.5,6.57,0.59,1.48,0
2554,40,1,2,8,31.6,21.65,3.69,3.15,0
2555,49,2,11,26,56.3,6.88,2.5,1.38,0
2556,32,2,8,12,19.9,19.46,1.06,2.81,1
2557,39,1,4,16,34.8,6.99,0.4,2.03,0
2558,38,1,1,18,20,2.24,0.05,0.4,0
2559,37,2,13,2,38.5,5.9,1.51,0.76,0
2560,32,4,2,2,26.6,9.34,0.83,1.65,1
2561,45,2,13,14,32,11.64,1.06,2.66,0
2562,40,1,10,13,24.6,6.34,0.27,1.29,0
2563,39,4,0,12,33.7,1.62,0.37,0.17,0
2564,35,1,4,1,26.1,7.67,0.18,1.82,0
2565,44,1,0,21,18.3,3,0.08,0.47,0
2566,32,4,0,13,23.9,8.7,0.83,1.25,0
2567,34,1,11,5,30.8,8.05,0.48,2,0
2568,23,3,0,4,21,2.67,0.13,0.44,0
2569,34,2,14,12,40.7,21.89,3.78,5.13,0
2570,47,1,10,1,28.1,7.3,0.78,1.27,0
2571,54,2,18,0,115.1,21.05,6.11,18.12,1
2572,43,1,7,13,44.2,1.2,0.01,0.52,0
2573,40,2,12,10,88.7,17.64,5.26,10.39,1
2574,35,1,13,2,33.3,21.71,1.02,6.21,0
2575,28,2,0,9,24.2,13.28,0.22,2.99,1
2576,24,2,3,3,38,8.36,0.87,2.31,0
2577,35,3,4,5,34.6,31.18,4.06,6.73,1
2578,48,2,24,26,40.2,5.57,1.14,1.1,0
2579,35,2,8,6,36.5,1.19,0.12,0.31,0
2580,25,1,7,4,28.9,12.14,0.06,3.45,1
2581,36,3,7,7,25.3,10.42,1.37,1.27,0
2582,29,1,4,6,25.8,7.99,0.67,1.39,0
2583,45,3,12,12,60,23.97,4.44,9.94,1
2584,28,3,5,8,51.7,4.55,1.09,1.26,1
2585,37,4,3,7,51.2,10.9,2.19,3.39,1
2586,24,4,0,1,31.9,9.95,1.2,1.98,1
2587,34,3,5,7,32.1,8.48,0.61,2.12,0
2588,31,1,15,11,42.5,6.92,0.77,2.17,0
2589,38,2,5,7,37.4,4.18,0.19,1.37,1
2590,28,1,2,1,26,8.03,0.58,1.5,0
2591,48,1,11,25,26.1,3.87,0.25,0.76,0
2592,45,2,10,4,120.1,3.2,1.21,2.63,0
2593,28,1,1,9,24.8,8.78,0.3,1.87,1
2594,43,1,20,10,52.7,5.49,1,1.9,0
2595,32,1,7,11,21.5,8.36,0.13,1.66,0
2596,29,2,0,9,26,4.82,0.58,0.67,0
2597,37,1,5,11,33.1,5.04,0.72,0.95,0
2598,42,1,16,10,58.8,10.45,1.06,5.09,0
2599,38,1,5,1,25.7,10.56,1.22,1.5,0
2600,58,1,19,16,84.9,7.6,3.23,3.22,0
2601,38,2,15,17,64.7,8.47,0.89,4.59,0
2602,40,1,16,9,43.4,10.87,0.94,3.78,0
2603,35,3,13,1,23,3.02,0.41,0.28,0
2604,44,1,9,15,34.7,12.15,1.98,2.24,0
2605,36,1,11,13,32.2,20.18,1.75,4.75,0
2606,42,1,3,16,24.5,4.87,0.5,0.69,0
2607,29,2,9,0,32.9,27.18,1.75,7.19,1
2608,46,2,7,21,52.3,2.8,0.23,1.23,0
2609,49,1,20,26,76.4,11,0.59,7.82,0
2610,24,4,0,3,23.3,2.82,0.46,0.2,1
2611,22,1,1,1,21.1,6.83,0.37,1.07,1
2612,32,2,12,12,36.8,4.19,0.1,1.44,0
2613,30,1,9,10,43.2,12.9,1.78,3.79,0
2614,26,1,10,0,19.8,16.23,0.84,2.38,0
2615,42,1,22,12,81.6,15.19,3.99,8.4,0
2616,26,2,3,3,21.6,3.83,0.44,0.39,1
2617,22,2,0,2,16.1,1.08,0.11,0.07,0
2618,27,4,0,1,39.1,4.97,0.71,1.24,0
2619,29,2,3,2,23,7.57,0.13,1.61,0
2620,30,1,0,3,22.7,5.46,0.45,0.79,0
2621,42,1,15,14,41.9,4.58,0.64,1.28,0
2622,39,2,19,4,80.5,2.77,0.62,1.61,0
2623,30,1,14,7,29.3,29.04,6.01,2.5,1
2624,52,1,30,11,61.3,7.57,0.5,4.14,0
2625,39,3,15,16,82.2,6.27,1.34,3.81,0
2626,26,1,2,2,20.8,12.23,0.61,1.94,1
2627,37,4,6,18,55,17.13,3.22,6.2,0
2628,34,3,7,15,53.6,17.24,2.7,6.54,1
2629,21,1,0,0,14.9,16.06,0.51,1.88,1
2630,46,4,21,25,111.5,3.13,1.37,2.12,0
2631,30,2,5,1,24.9,7.23,0.86,0.94,0
2632,44,1,7,9,33.7,9.67,0.46,2.8,0
2633,48,1,0,7,39.4,3.07,0.54,0.67,1
2634,28,2,1,8,23,29.46,0.39,6.39,0
2635,25,1,7,5,40.4,9.94,1.47,2.54,1
2636,35,3,11,2,106.3,6.75,2.59,4.58,0
2637,43,1,22,23,108,2.89,0.39,2.73,0
2638,25,2,4,5,20.8,5.28,0.23,0.87,0
2639,48,3,20,15,134.6,10.83,2.38,12.2,0
2640,46,1,27,20,83,8.96,0.57,6.86,0
2641,29,1,4,10,23.3,9.6,1.63,0.61,0
2642,26,1,1,5,22.3,7.12,0.36,1.23,0
2643,35,2,15,1,45.9,17.05,2.02,5.81,0
2644,38,2,12,6,30.3,9.07,1.46,1.29,0
2645,38,1,3,18,42.6,12.31,2.22,3.03,0
2646,44,1,6,5,38.7,4.93,0.49,1.42,0
2647,44,2,23,4,112.6,13.89,5.77,9.87,1
2648,37,1,5,16,26.9,22.56,1.81,4.25,1
2649,27,1,1,7,20.6,3.18,0.32,0.33,0
2650,42,3,14,3,70,10.61,4.81,2.62,0
2651,29,4,4,4,118.7,10.23,6.11,6.04,0
2652,37,1,7,12,23.8,2.42,0.28,0.3,0
2653,29,1,13,0,51.7,6.36,0.13,3.15,0
2654,31,1,2,10,33.1,3.86,0.29,0.99,0
2655,26,2,1,0,12.3,2.51,0.06,0.25,0
2656,26,2,2,7,22.7,7.04,0.34,1.26,0
2657,45,2,6,15,40.8,7.33,0.33,2.66,0
2658,32,4,4,12,37.1,0.5,0.11,0.07,0
2659,31,3,0,5,18.6,10.68,0.61,1.37,1
2660,22,1,0,1,18.7,2.87,0.04,0.5,0
2661,28,1,3,1,26.5,2.79,0.4,0.34,0
2662,26,1,8,4,38.7,7.28,0.5,2.32,1
2663,44,1,26,23,93.6,2.79,1,1.61,0
2664,27,2,3,8,29,7.25,0.46,1.64,1
2665,51,1,6,1,44.4,10.46,1.42,3.23,1
2666,50,1,24,23,71,4.56,0.95,2.29,0
2667,28,2,2,2,23.4,20.4,1.62,3.16,1
2668,42,1,8,19,21.7,4.77,0.54,0.49,0
2669,48,1,23,11,90.7,5.57,0.08,4.98,0
2670,33,1,16,6,59.4,5.95,1.84,1.69,0
2671,43,1,17,24,40.6,24.81,2.79,7.28,0
2672,43,1,15,17,58.4,13.19,3.79,3.91,1
2673,33,2,14,12,125.5,12.19,5.92,9.38,0
2674,28,1,9,2,30.2,7.01,1.23,0.89,0
2675,48,2,4,9,28.9,1.68,0.16,0.33,0
2676,36,2,4,15,48.4,9.66,1.19,3.48,1
2677,33,1,1,2,23.8,22.09,1.03,4.23,0
2678,34,1,0,9,25.7,12.08,1.29,1.81,0
2679,36,1,13,11,42,2.7,0.34,0.79,0
2680,21,3,0,2,17.1,6.75,0.15,1,0
2681,24,1,3,3,16.3,3.83,0.17,0.46,0
2682,37,1,13,3,49.2,11.8,2.7,3.11,0
2683,27,2,8,0,27.6,8.65,1.1,1.29,0
2684,53,1,27,26,103.6,9.06,1.33,8.05,0
2685,31,2,3,0,38.6,20.9,2.86,5.21,1
2686,22,2,3,1,39.8,7,0.18,2.61,1
2687,32,1,2,4,29.7,22.23,3.12,3.49,1
2688,43,2,18,23,69.9,0.69,0.12,0.36,0
2689,35,2,7,2,25.8,18.99,0.26,4.64,0
2690,34,2,12,0,43.8,30.51,2.41,10.96,0
2691,28,1,2,2,30.3,0.7,0.1,0.11,0
2692,42,1,14,3,38.6,7.42,0.51,2.36,0
2693,45,1,11,19,46.5,10.02,0.99,3.67,0
2694,39,2,10,4,65.6,18.99,2.77,9.69,1
2695,27,1,9,1,23.3,44.62,1.06,9.34,1
2696,24,3,0,5,28.2,1.23,0.08,0.27,0
2697,28,1,6,0,18.9,5.71,0.24,0.84,1
2698,52,2,5,20,29.5,5.94,1.01,0.74,0
2699,49,3,20,9,128.6,3.48,2.91,1.57,0
2700,39,2,10,3,44.2,2.49,0.38,0.72,0
2701,28,1,10,5,33.1,8.57,1.37,1.46,1
2702,33,1,5,9,21.6,11,1.7,0.68,0
2703,35,1,14,7,35.8,3.6,0.6,0.69,0
2704,40,1,15,21,42.7,8.05,0.91,2.53,1
2705,47,1,3,18,23.3,7.45,0.43,1.31,0
2706,32,1,3,12,25.8,2.27,0.04,0.55,0
2707,29,1,11,0,20.3,5.47,0.17,0.94,0
2708,43,1,21,11,77.2,3.31,0.95,1.6,0
2709,27,1,4,4,33.9,6.97,1.4,0.96,0
2710,28,1,4,1,25.4,3.77,0.36,0.6,0
2711,29,1,4,3,23.9,13.63,1.41,1.85,0
2712,24,2,0,4,32.8,16.63,1.27,4.18,0
2713,52,1,30,21,164,30.27,24.18,25.47,1
2714,43,3,1,1,28.6,15.18,1.82,2.52,0
2715,48,1,0,6,18.5,1.48,0.11,0.17,0
2716,21,1,4,0,20.4,4.53,0.26,0.66,0
2717,38,2,15,9,57.4,5.01,1.09,1.78,0
2718,24,2,1,0,18.5,10.23,0.36,1.53,1
2719,25,1,7,0,19.1,10.47,1.28,0.72,0
2720,36,4,11,17,66.5,10.31,4.29,2.57,0
2721,21,1,2,1,16.5,4.84,0.27,0.52,1
2722,39,1,13,17,32.3,11.27,0.13,3.51,0
2723,37,2,18,14,33.9,2.05,0.14,0.55,0
2724,36,2,9,11,38.8,8.63,0.1,3.25,0
2725,40,2,0,9,26.1,5.98,0.33,1.23,0
2726,51,1,5,7,24.9,12.82,0.41,2.78,0
2727,51,1,14,16,50.2,13.04,3.97,2.58,0
2728,27,2,3,0,23.2,17.67,0.14,3.96,0
2729,30,1,8,6,25.7,5.77,0.48,1,0
2730,36,4,9,16,57.6,9.19,2.79,2.5,1
2731,44,2,2,16,57.7,7.17,1.3,2.83,1
2732,28,1,3,4,36.6,6.64,0.47,1.96,0
2733,31,1,5,3,22.5,12.51,0.32,2.49,0
2734,39,1,3,12,27.5,10.49,0.71,2.18,0
2735,48,3,6,25,30.9,6.11,0.78,1.11,0
2736,49,1,0,10,26.8,3.81,0.23,0.79,1
2737,35,2,15,14,46.5,6.79,1.07,2.09,0
2738,33,1,10,3,34.8,10.9,2.05,1.74,0
2739,25,1,2,4,32.2,13.89,1.82,2.65,0
2740,29,1,2,6,20.4,7.56,0.37,1.17,1
2741,31,1,2,4,22.2,17.91,0.71,3.27,0
2742,42,1,20,0,50.2,5.03,0.52,2,0
2743,35,1,5,1,24.6,6.97,0.49,1.22,0
2744,36,2,7,6,15.6,6.69,0.1,0.94,0
2745,44,4,6,8,57.6,8.2,0.52,4.2,0
2746,25,1,5,1,20.8,16.64,0.59,2.87,1
2747,40,1,2,13,22.3,20.11,2.69,1.79,1
2748,33,1,5,13,22.8,19.73,0.36,4.14,0
2749,26,2,3,0,25.5,3.78,0.19,0.77,0
2750,38,3,16,14,129.2,11.02,7.01,7.23,0
2751,26,2,7,1,38.4,9.51,1.03,2.62,0
2752,47,2,9,8,72.5,3.62,1.37,1.25,0
2753,55,1,29,33,153.2,17.16,6.41,19.87,0
2754,35,1,10,11,20,13.02,1.51,1.1,0
2755,34,1,15,8,23.9,5.38,0.53,0.75,0
2756,34,1,12,4,24.3,9.8,1.09,1.29,0
2757,29,1,1,6,15.8,7.78,0.52,0.71,1
2758,45,1,27,1,123.1,9.84,2.93,9.18,0
2759,46,2,11,27,72.1,9.29,3.85,2.85,0
2760,50,1,28,2,164.2,6.46,0.76,9.84,0
2761,50,1,8,30,53.5,8.42,0.67,3.83,0
2762,31,2,8,0,27,7.83,0.38,1.73,0
2763,33,1,3,4,19.5,1.79,0.05,0.3,0
2764,47,2,12,26,24.3,8.42,0.41,1.63,0
2765,33,2,9,8,67.3,9.97,2.72,3.99,0
2766,36,3,14,11,30.8,19.9,1.88,4.25,0
2767,28,1,12,1,27.2,12.83,1.35,2.14,0
2768,26,2,6,6,27.5,5.24,0.63,0.81,1
2769,27,2,2,5,19.6,11.01,0.82,1.34,0
2770,37,1,7,8,38.4,1.07,0.15,0.26,0
2771,26,1,9,2,31.5,17.97,3.7,1.96,0
2772,24,2,1,2,22,6.08,0.49,0.85,1
2773,45,2,14,16,90.5,8.25,1.77,5.7,0
2774,33,1,16,8,54.1,8.75,2.6,2.13,0
2775,32,2,5,2,40.9,4.19,0.68,1.03,0
2776,39,1,21,20,60,8.32,0.76,4.23,0
2777,29,3,2,0,16.5,17.95,1.56,1.4,1
2778,45,1,20,9,91.7,5.43,2.7,2.28,0
2779,34,1,14,12,60.2,6.94,2.53,1.65,0
2780,42,1,21,1,66.1,5.65,1.02,2.72,0
2781,32,3,5,11,67.5,5.85,2.07,1.88,0
2782,35,2,12,14,63.5,7.06,2.15,2.33,0
2783,25,1,3,0,29.5,10.37,1.17,1.88,1
2784,24,1,8,5,22.9,10.41,0.7,1.68,0
2785,45,2,14,0,50.3,14.82,1.33,6.13,0
2786,39,1,16,20,42.2,15.12,2.3,4.08,0
2787,28,1,5,0,35.9,17.82,1.64,4.75,1
2788,37,2,14,16,65.9,12.74,4.19,4.21,0
2789,41,4,4,1,144.4,23.67,5.09,29.09,1
2790,45,2,16,11,48.7,15.65,0.79,6.83,0
2791,33,1,14,12,87.5,21.23,9.51,9.07,1
2792,29,1,10,9,20.7,6.1,0.22,1.04,0
2793,30,3,8,0,79,6.28,0.94,4.02,0
2794,29,1,10,10,26.2,8.04,0.25,1.85,0
2795,35,1,16,6,37.1,9.81,1.46,2.18,0
2796,32,3,9,5,19.6,7.59,0.16,1.33,0
2797,29,2,5,1,39.3,10.99,2.91,1.41,1
2798,51,3,18,25,72.8,4.66,0.75,2.64,0
2799,33,2,13,7,57.1,14.23,3.08,5.05,1
2800,37,3,9,7,53.1,7.78,0.83,3.3,0
2801,21,3,0,2,22,11.32,0.91,1.58,0
2802,37,1,5,5,38.7,5.47,0.64,1.47,0
2803,53,1,24,5,89.4,14.46,2.81,10.12,0
2804,39,2,18,19,64.8,8.53,1.51,4.01,0
2805,28,1,9,7,23.3,9.49,1,1.21,0
2806,30,1,10,0,40.7,24.19,2.23,7.61,1
2807,38,1,5,13,24.6,14.07,2.4,1.06,0
2808,44,1,14,5,51.5,11.62,2.83,3.15,1
2809,35,2,6,12,35.2,6.9,0.82,1.61,0
2810,37,1,0,3,17.5,13.55,1.08,1.29,1
2811,49,2,16,6,79.7,16.95,2.38,11.13,0
2812,41,2,1,13,26.8,22.61,0.3,5.76,0
2813,50,3,0,5,151.2,16.1,9.06,15.29,1
2814,49,1,33,30,239.6,12.28,16.01,13.42,0
2815,39,1,21,14,95.5,7.26,4.28,2.65,0
2816,27,1,9,7,28.4,3.16,0.3,0.6,0
2817,24,3,0,5,29,12.22,1.75,1.79,1
2818,27,1,8,5,30.8,0.61,0.08,0.11,1
2819,32,1,12,7,29.9,10.21,2.05,1.01,0
2820,47,1,7,16,26.7,11.13,1.41,1.56,0
2821,42,2,16,22,117.1,3.94,1.42,3.19,0
2822,47,1,20,1,61.8,1.69,0.25,0.79,0
2823,46,1,19,6,63,18.05,5.86,5.52,0
2824,31,3,1,3,16.3,11.07,0.53,1.28,1
2825,37,3,0,12,27,1.16,0.14,0.18,0
2826,50,1,6,27,27.2,7,0.98,0.92,0
2827,33,5,7,13,32.2,3.46,0.14,0.97,0
2828,33,3,12,7,69.7,11.97,4.22,4.12,0
2829,28,2,1,7,22.2,9.6,1.11,1.03,0
2830,40,4,1,7,25.7,14.07,1.74,1.88,0
2831,42,1,20,16,58.8,15.06,5.76,3.1,0
2832,49,2,25,27,153.3,4.58,2.47,4.55,0
2833,46,3,10,1,48.9,7.52,2.4,1.28,0
2834,33,2,3,2,28.1,12.96,0.96,2.68,1
2835,30,1,6,5,25.5,1.91,0.19,0.3,0
2836,45,1,2,9,18.7,13.27,0.71,1.77,0
2837,48,1,23,21,81.9,9.45,1.61,6.13,0
2838,34,3,9,11,26.1,4.48,0.66,0.51,0
2839,35,4,6,4,35.4,15.19,2.84,2.53,0
2840,41,1,24,4,118,22.57,9.45,17.18,0
2841,40,1,6,6,30.5,9.15,1.91,0.88,0
2842,30,3,5,7,24.4,3.49,0.12,0.73,0
2843,33,2,5,9,40.5,1.73,0.2,0.5,0
2844,25,3,2,3,35.2,12.95,1.7,2.86,0
2845,36,2,13,17,30.7,6.88,0.63,1.48,0
2846,28,1,8,2,30.9,2.65,0.24,0.58,0
2847,37,1,21,1,122.5,6.66,4.1,4.06,0
2848,34,3,9,5,54.2,13.5,4.45,2.87,0
2849,27,3,4,8,47.3,23.93,5.14,6.18,1
2850,28,1,0,0,19.6,5.68,0.58,0.53,1
2851,37,2,12,5,44,2.06,0.38,0.52,0
2852,31,4,5,3,47.4,14.99,4.13,2.98,0
2853,38,1,19,7,52.4,6.67,2.42,1.08,0
2854,40,4,3,21,60.5,7.4,2.04,2.44,1
2855,46,4,21,13,92.5,9.01,3.5,4.83,0
2856,36,1,11,5,36.1,3.31,0.6,0.59,0
2857,40,1,12,10,33.9,5.24,1.08,0.69,0
2858,38,1,19,11,78,20,2.7,12.9,0
2859,36,1,7,8,38.3,6.93,0.36,2.29,0
2860,37,1,3,13,27.4,5.48,0.45,1.05,0
2861,47,1,28,19,145.3,20.83,15.5,14.77,1
2862,45,1,6,23,22.9,4.49,0.57,0.46,0
2863,52,1,26,32,234.1,7.66,2.96,14.97,0
2864,39,4,7,20,68.9,6.16,1.14,3.11,0
2865,30,3,8,1,18.6,12.83,0.38,2,0
2866,27,1,8,4,19.6,3.21,0.32,0.3,0
2867,33,1,4,14,24.5,10.26,1.03,1.48,0
2868,27,3,2,2,28.2,10.13,1.11,1.75,1
2869,30,3,5,9,32.6,35.03,2.07,9.35,1
2870,45,1,1,22,28.4,5.4,0.3,1.24,1
2871,26,4,1,4,41.6,4.41,0.99,0.84,1
2872,34,1,3,7,27,3.79,0.17,0.85,0
2873,20,1,1,1,18.3,7.49,0.73,0.64,0
2874,26,2,2,4,31.5,16,1.31,3.73,0
2875,39,2,6,0,63.5,8.51,1.27,4.13,1
2876,32,1,0,7,17.2,9.47,0.15,1.48,0
2877,22,1,5,2,26.4,17.76,1.25,3.44,0
2878,33,1,17,0,28.1,16.7,1.66,3.03,0
2879,35,1,18,7,51.2,13.22,0.24,6.53,0
2880,23,2,0,4,12.8,10.67,0.84,0.52,0
2881,38,2,16,0,133.9,7.85,2.22,8.29,0
2882,33,2,12,2,46.1,3.81,0.69,1.06,0
2883,32,1,13,12,36.5,11.12,1.47,2.59,0
2884,32,3,2,11,25.9,3.65,0.29,0.65,0
2885,26,2,4,6,23.9,8.98,0.52,1.62,0
2886,42,1,15,10,44.3,7.63,1.06,2.32,0
2887,35,1,10,4,38.1,20.44,2.27,5.52,1
2888,32,1,15,5,68.9,20.01,8.27,5.51,1
2889,38,1,0,15,18.8,11.9,0.82,1.42,0
2890,26,2,3,1,20,25.11,1.55,3.47,1
2891,34,1,8,5,28.6,4.5,0.62,0.66,0
2892,29,1,0,0,18,8.22,0.61,0.87,0
2893,32,1,0,3,26.1,13.65,0.9,2.66,1
2894,25,1,4,5,26,9.98,0.56,2.03,0
2895,36,4,5,5,90.1,12.43,2.73,8.47,0
2896,47,3,19,26,89.8,1.39,0.22,1.03,0
2897,22,1,1,2,14.1,7.33,0.14,0.9,0
2898,33,3,0,9,28.8,10.74,1.86,1.23,1
2899,44,2,14,15,29.5,8.2,0.58,1.84,0
2900,28,2,2,4,25.3,3.51,0.2,0.69,0
2901,25,4,0,2,37.5,5.36,1.19,0.82,1
2902,40,2,13,14,48.9,8.98,1.55,2.85,0
2903,41,4,12,10,54.3,4.43,0.09,2.32,0
2904,51,3,21,18,157.2,22.61,21.75,13.79,1
2905,28,4,0,2,21.6,0.63,0.02,0.12,1
2906,32,3,5,13,67.1,6.52,1.33,3.04,0
2907,27,1,9,3,21,3.63,0.13,0.63,0
2908,38,2,17,16,118.3,9.88,4.28,7.41,0
2909,49,1,23,1,177,8.77,6.52,9,0
2910,27,1,0,2,21.4,2.2,0.11,0.37,1
2911,48,2,2,27,40.2,7.85,1.41,1.74,0
2912,38,1,15,13,90.8,8.78,1.9,6.07,0
2913,43,1,13,18,71.5,8.61,4.78,1.37,0
2914,51,2,32,12,233,8.25,8.92,10.3,0
2915,24,4,1,3,13.3,15.35,0.83,1.21,1
2916,30,1,1,0,20.4,4.75,0.61,0.36,0
2917,39,1,15,2,35,11.56,1.25,2.8,0
2918,31,4,1,12,27.7,14.27,2.26,1.69,1
2919,38,2,11,13,68.4,1.34,0.18,0.74,0
2920,30,1,10,0,53.1,5.57,0.72,2.24,0
2921,44,2,12,21,112.6,6.21,3.85,3.14,0
2922,34,1,11,11,46.4,17.65,1.67,6.52,0
2923,35,1,2,12,25.3,15.43,0.52,3.38,0
2924,41,3,11,22,71.1,6.08,0.63,3.69,0
2925,43,1,20,0,57.2,6.27,1.21,2.38,0
2926,35,1,6,4,31.5,4.39,0.02,1.36,0
2927,32,1,16,13,52.5,4.92,1.43,1.16,0
2928,27,2,4,4,20.8,12.82,0.3,2.37,1
2929,38,1,5,6,25.9,1.16,0.07,0.23,0
2930,27,4,3,0,32,7.54,0.42,2,1
2931,28,2,2,5,16.6,6.36,0.1,0.96,0
2932,42,1,4,15,20,4.88,0.5,0.48,0
2933,32,2,9,7,24.6,27.1,3.53,3.13,1
2934,37,1,7,4,39.8,14.29,0.4,5.29,0
2935,42,1,17,16,49.5,3.41,0.61,1.08,0
2936,47,1,0,7,30,4.64,0.88,0.51,1
2937,41,1,1,14,24.7,14.51,1.77,1.81,0
2938,26,1,8,3,19.4,29.47,3.99,1.73,1
2939,26,1,4,0,23,7.44,0.49,1.22,1
2940,35,1,12,1,57.4,6.06,0.29,3.19,0
2941,35,5,2,9,86.4,19.78,8.75,8.34,1
2942,35,2,0,16,23.8,7.74,0.73,1.11,0
2943,32,2,8,3,26.7,0.84,0.12,0.1,0
2944,26,3,2,0,17.6,1.05,0.09,0.1,0
2945,46,3,2,1,47.2,4.44,1.13,0.96,0
2946,26,3,1,1,13.1,6.91,0.11,0.8,1
2947,34,2,9,2,29.6,7.95,0.42,1.93,0
2948,32,1,12,8,47.4,2.09,0.68,0.31,0
2949,30,2,7,11,29.8,3.34,0.46,0.54,0
2950,27,4,0,8,27.1,7.09,0.15,1.77,0
2951,42,1,22,21,119.9,26.19,8.7,22.7,0
2952,26,1,2,0,24.8,7.5,0.78,1.08,0
2953,33,1,15,1,54.6,9.4,1.77,3.37,0
2954,38,2,0,16,20.5,8.98,0.79,1.05,0
2955,35,1,1,4,20.4,9.6,1.3,0.66,1
2956,45,5,10,7,45.8,16.9,3.03,4.71,0
2957,40,2,1,16,52.9,4.67,1.13,1.34,0
2958,41,3,1,5,17.4,14.33,1.2,1.29,1
2959,32,1,10,9,31.9,2.35,0.2,0.55,0
2960,25,3,0,1,36.1,13.69,2.05,2.9,0
2961,27,3,6,5,28.6,4.21,0.74,0.46,0
2962,37,3,12,15,99.1,0.7,0.2,0.5,0
2963,45,1,11,12,39.3,5.19,0.6,1.44,1
2964,41,1,25,20,104.9,14.59,7.13,8.17,0
2965,38,2,14,16,37,7.68,2.06,0.78,0
2966,29,2,2,3,27.2,6.97,0.79,1.1,0
2967,23,1,2,4,18.5,9.78,0.71,1.1,1
2968,42,1,5,4,22.8,5.43,0.35,0.89,0
2969,35,1,3,16,29.1,0.72,0.16,0.05,0
2970,35,2,16,15,76,6.82,1.46,3.73,0
2971,47,1,9,9,19.3,5.24,0.79,0.22,0
2972,39,2,6,15,21.2,18.46,2.19,1.73,0
2973,32,5,6,1,38,12.42,1.98,2.74,1
2974,38,1,7,19,28.3,14.77,1.78,2.4,0
2975,23,2,4,3,28,15.02,1.31,2.89,1
2976,44,1,1,18,24,13.9,1.82,1.52,1
2977,33,1,17,13,76.4,7.18,3.53,1.96,0
2978,32,2,9,8,50,21.82,2.33,8.58,0
2979,26,1,0,7,13.3,16.95,1.32,0.94,0
2980,35,2,12,6,71.7,2.43,1.03,0.71,0
2981,31,2,7,2,34,11.47,1.32,2.58,1
2982,54,1,36,8,209.7,0.89,0.4,1.47,0
2983,39,1,13,17,34.4,6.61,1.09,1.19,0
2984,28,1,10,8,38.4,1.28,0.16,0.34,0
2985,30,1,12,4,33.9,3.24,0.2,0.9,0
2986,48,2,14,20,62.5,10.85,4.18,2.6,0
2987,45,1,22,17,55.9,8.7,0.88,3.99,0
2988,26,1,0,7,17.3,9.31,0.73,0.88,1
2989,32,4,2,13,128.7,12.51,3.24,12.86,0
2990,40,4,4,5,33.8,19.17,3.46,3.02,1
2991,22,2,4,0,16.3,3.4,0.17,0.39,0
2992,34,2,6,10,41.9,11.58,1.5,3.35,1
2993,36,2,16,7,58.7,10.29,1.35,4.69,0
2994,28,1,5,5,20.7,19.55,1.33,2.72,1
2995,41,2,15,15,29.6,4.25,0.08,1.18,0
2996,29,3,7,6,35.4,7.46,1.01,1.63,0
2997,42,1,23,4,80.9,10.01,1.29,6.81,0
2998,24,1,2,2,18.4,9.66,0.58,1.2,0
2999,51,1,34,17,248.1,17.18,17.69,24.93,1
3000,40,4,14,4,177.8,6.94,4.49,7.85,0
3001,23,1,6,4,15.8,7.93,0.27,0.99,0
3002,38,2,12,9,46.7,20.16,0.45,8.96,1
3003,44,2,19,5,93.7,11.36,2.52,8.12,0
3004,35,1,19,12,68.8,10.46,1.01,6.18,0
